"editid","editor","oldrevisionid","newrevisionid","diffurl","class","annotators","totalannotators","edittime","editcomment","articleid","articletitle"
476263,"Jolantak",326741811,326742529,"http://en.wikipedia.org/w/index.php?diff=326742529&oldid=326741811","regular",3,3,"2009-11-19T15:20:56Z",,1562769,"Nicholas Biwott"
476265,"Asarlaí",326929941,326930702,"http://en.wikipedia.org/w/index.php?diff=326930702&oldid=326929941","regular",3,3,"2009-11-20T14:26:22Z","rewrote some of the intro",180018,"Ulster Defence Association"
476266,"Adavidb",326740630,326875775,"http://en.wikipedia.org/w/index.php?diff=326875775&oldid=326740630","regular",3,3,"2009-11-20T05:03:48Z","1875–1882 U.S. House delegations; 1876 & 1880 Elec. Coll. votes",18046721,"Political party strength in Virginia"
476267,"Filmfanatic47",324751286,326739463,"http://en.wikipedia.org/w/index.php?diff=326739463&oldid=324751286","regular",8,9,"2009-11-19T14:58:47Z",,22907524,"Colin (film)"
476269,"Shadowmaster13",321240294,326884861,"http://en.wikipedia.org/w/index.php?diff=326884861&oldid=321240294","regular",3,3,"2009-11-20T06:33:44Z",,493224,"Alpine Shire"
476270,"The Thing That Should Not Be",326815201,326815835,"http://en.wikipedia.org/w/index.php?diff=326815835&oldid=326815201","regular",3,3,"2009-11-19T22:31:04Z","[[WP:RBK|Reverted]] edits by [[Special:Contributions/78.148.79.2|78.148.79.2]] ([[User_talk:78.148.79.2|talk]]) to last revision by SmackBot ([[User_talk:The Thing That Should Not Be|Report Mistake]]) ([[WP:HG|HG]])",24619077,"Amy Yamazaki"
476302,"Justin W Smith",326919577,326928761,"http://en.wikipedia.org/w/index.php?diff=326928761&oldid=326919577","regular",3,3,"2009-11-20T14:10:43Z","it now has a couple sources, but needs more",24645046,"Ricky Stanzi"
476303,"Zscout370",326172872,326883883,"http://en.wikipedia.org/w/index.php?diff=326883883&oldid=326172872","regular",3,3,"2009-11-20T06:22:27Z","clean up, Replaced: Image: → File: (4), using [[Project:AutoWikiBrowser|AWB]]",567440,"Icelandic horse"
476304,"Pats1",326453042,326850741,"http://en.wikipedia.org/w/index.php?diff=326850741&oldid=326453042","regular",3,3,"2009-11-20T02:02:42Z","/* External links */rename cat using [[Project:AutoWikiBrowser|AWB]]",2976437,"AP Poll"
476305,"Roaring Siren",326887787,326899496,"http://en.wikipedia.org/w/index.php?diff=326899496&oldid=326887787","regular",3,3,"2009-11-20T09:27:31Z","/* Home Video release */",16166559,"The Taking of Pelham 123 (2009 film)"
476307,"203.81.64.36",304750969,326881350,"http://en.wikipedia.org/w/index.php?diff=326881350&oldid=304750969","regular",3,3,"2009-11-20T05:55:22Z",,13922469,"Defence Services Academy"
476308,"24.68.5.250",326607972,326863454,"http://en.wikipedia.org/w/index.php?diff=326863454&oldid=326607972","vandalism",9,9,"2009-11-20T03:31:47Z","/* Famous sufferers and survivors */",16829895,"Smallpox"
476309,"Simon nelson",315318109,326799168,"http://en.wikipedia.org/w/index.php?diff=326799168&oldid=315318109","regular",8,9,"2009-11-19T20:59:19Z",,18839584,"Lewis Young"
476310,"Jerome Kohl",326818472,326819147,"http://en.wikipedia.org/w/index.php?diff=326819147&oldid=326818472","regular",3,3,"2009-11-19T22:48:01Z","/* 1920s */ + link",14508929,"List of 20th-century classical composers by birth date"
476352,"Epipelagic",326845176,326845446,"http://en.wikipedia.org/w/index.php?diff=326845446&oldid=326845176","regular",3,3,"2009-11-20T01:26:48Z","doh",10789593,"Multifilament fishing line"
476353,"Nimbus227",326840147,326841027,"http://en.wikipedia.org/w/index.php?diff=326841027&oldid=326840147","regular",3,3,"2009-11-20T00:59:21Z","Wikilink at first instance, add more common known name for this accident, might need tweaking",345914,"British European Airways Flight 548"
476355,"Matt Fitzpatrick",326774693,326775590,"http://en.wikipedia.org/w/index.php?diff=326775590&oldid=326774693","regular",3,3,"2009-11-19T18:48:34Z","/* Feasibility study */ word choice",1833622,"California Environmental Quality Act"
476356,"TJ Spyke",312575857,326879685,"http://en.wikipedia.org/w/index.php?diff=326879685&oldid=312575857","regular",3,3,"2009-11-20T05:37:56Z","clean up using [[Project:AutoWikiBrowser|AWB]]",4752710,"Giga Wing 2"
476357,"190.42.33.236",326794570,326794913,"http://en.wikipedia.org/w/index.php?diff=326794913&oldid=326794570","regular",3,3,"2009-11-19T20:36:01Z",,23190100,"Latin American Idol (season 4)"
476358,"TonyTheTiger",326875178,326875831,"http://en.wikipedia.org/w/index.php?diff=326875831&oldid=326875178","regular",3,3,"2009-11-20T05:04:21Z","/* Michigan */ add confustion",25120011,"Justin Boren"
476359,"24.80.227.81",324973629,326920393,"http://en.wikipedia.org/w/index.php?diff=326920393&oldid=324973629","regular",3,3,"2009-11-20T12:57:31Z","/* 4...c5 */ redundant text",306663,"Nimzo-Indian Defence"
476360,"Craiglduncan",326863650,326863933,"http://en.wikipedia.org/w/index.php?diff=326863933&oldid=326863650","regular",3,3,"2009-11-20T03:34:29Z","/* Winners of the Pimlico Special */",2067711,"Pimlico Special"
476411,"BrownHairedGirl",194924542,326853047,"http://en.wikipedia.org/w/index.php?diff=326853047&oldid=194924542","regular",3,3,"2009-11-20T02:19:38Z","[[Category:Council elections in Cheshire]]",7437119,"Ellesmere Port and Neston local elections"
476412,"CEngelbrecht",326800816,326859360,"http://en.wikipedia.org/w/index.php?diff=326859360&oldid=326800816","regular",3,3,"2009-11-20T03:00:35Z","/* Criticism */",14311656,"Zeitgeist: The Movie"
476413,"84.2.146.36",326427494,326790898,"http://en.wikipedia.org/w/index.php?diff=326790898&oldid=326427494","regular",11,18,"2009-11-19T20:14:53Z","/* Communities */",642071,"Hardstyle"
476414,"Pats1",326852837,326861074,"http://en.wikipedia.org/w/index.php?diff=326861074&oldid=326852837","regular",3,3,"2009-11-20T03:15:08Z","/* References */refine cat using [[Project:AutoWikiBrowser|AWB]]",4038426,"Big Sky Conference Mens Basketball Tournament"
476417,"ShelfSkewed",301911864,326880569,"http://en.wikipedia.org/w/index.php?diff=326880569&oldid=301911864","regular",3,3,"2009-11-20T05:46:39Z","/* 1967 */ dab link",14306309,"Bollywood films of 1967"
476418,"Montell 74",326504850,326904739,"http://en.wikipedia.org/w/index.php?diff=326904739&oldid=326504850","regular",3,3,"2009-11-20T10:20:38Z","/* Men */",24069057,"List of Turkish records in swimming"
476419,"MMS2013",326837069,326837614,"http://en.wikipedia.org/w/index.php?diff=326837614&oldid=326837069","regular",7,9,"2009-11-20T00:39:34Z","[[WP:UNDO|Undid]] revision 326837069 by [[Special:Contributions/121.97.186.27|121.97.186.27]] ([[User talk:121.97.186.27|talk]])",13692,"History of the Internet"
476420,"81.140.41.151",326796160,326796853,"http://en.wikipedia.org/w/index.php?diff=326796853&oldid=326796160","regular",3,3,"2009-11-19T20:46:32Z","/* External links */",5983488,"Lalit Narayan Mishra"
476451,"Bleaney",325484007,326813676,"http://en.wikipedia.org/w/index.php?diff=326813676&oldid=325484007","regular",3,3,"2009-11-19T22:19:16Z","/* Country House Rescue Revisted (2009) */ Clarification",20617978,"Country House Rescue"
476452,"Qwerty786",326785465,326785965,"http://en.wikipedia.org/w/index.php?diff=326785965&oldid=326785465","regular",3,3,"2009-11-19T19:47:02Z",,25136402,"Gymnastics at the 1956 Summer Olympics – Womens floor"
476454,"78.152.217.129",326784754,326786480,"http://en.wikipedia.org/w/index.php?diff=326786480&oldid=326784754","regular",3,3,"2009-11-19T19:49:46Z",,21634413,"Iraq – European Union relations"
476456,"Rich Farmbrough",326657792,326902644,"http://en.wikipedia.org/w/index.php?diff=326902644&oldid=326657792","regular",3,3,"2009-11-20T10:00:24Z","GF using [[Project:AutoWikiBrowser|AWB]]",20288784,"List of football records in China"
476457,"77.207.71.105",326783773,326783871,"http://en.wikipedia.org/w/index.php?diff=326783871&oldid=326783773","regular",3,3,"2009-11-19T19:35:39Z","/* Filmography */",12226841,"Răzvan Fodor"
476458,"62.30.138.188",326794158,326794257,"http://en.wikipedia.org/w/index.php?diff=326794257&oldid=326794158","regular",3,3,"2009-11-19T20:32:06Z",,24378052,"Elliot Kear"
476459,"213.113.53.65",326928461,326929165,"http://en.wikipedia.org/w/index.php?diff=326929165&oldid=326928461","regular",3,3,"2009-11-20T14:14:25Z","/* Main Card */",22407870,"UFC 106"
476460,"Plastikspork",326800136,326809520,"http://en.wikipedia.org/w/index.php?diff=326809520&oldid=326800136","regular",3,3,"2009-11-19T21:58:11Z","Reverted 3 edits by [[Special:Contributions/Maddiegrace916|Maddiegrace916]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Plastikspork|Plastikspork]]. ([[WP:TW|TW]])",1055912,"Bret Michaels"
476511,"Tibetan Prayer",325772950,326923096,"http://en.wikipedia.org/w/index.php?diff=326923096&oldid=325772950","regular",3,3,"2009-11-20T13:22:27Z",,1484061,"Belgrave Square"
476513,"207.190.13.161",302353532,326799164,"http://en.wikipedia.org/w/index.php?diff=326799164&oldid=302353532","regular",3,3,"2009-11-19T20:59:19Z","[[WP:UNDO|Undid]] revision 302353532 by [[Special:Contributions/71.221.141.157|71.221.141.157]] ([[User talk:71.221.141.157|talk]])",4058270,"Candra (comics)"
476514,"Valentinejoesmith",316521101,326924598,"http://en.wikipedia.org/w/index.php?diff=326924598&oldid=316521101","regular",3,3,"2009-11-20T13:35:47Z","/* Armed forces */ link",2053256,"Oath of Allegiance (United Kingdom)"
476515,"Maias",322779112,326856763,"http://en.wikipedia.org/w/index.php?diff=326856763&oldid=322779112","regular",3,3,"2009-11-20T02:44:20Z","/* See also */ add",13759064,"Painting (disambiguation)"
476516,"69.127.37.179",326766153,326796562,"http://en.wikipedia.org/w/index.php?diff=326796562&oldid=326766153","vandalism",9,9,"2009-11-19T20:45:03Z","/* Membership */",60589,"Grand Ole Opry"
476517,"Rich Farmbrough",326507734,326912201,"http://en.wikipedia.org/w/index.php?diff=326912201&oldid=326507734","regular",3,3,"2009-11-20T11:32:02Z","/* The seventies */GF using [[Project:AutoWikiBrowser|AWB]]",10991151,"History of the French national rugby union team"
476518,"Bobak",326887823,326888517,"http://en.wikipedia.org/w/index.php?diff=326888517&oldid=326887823","regular",3,3,"2009-11-20T07:14:53Z","BOOM goes the dynamite",20983514,"National Register of Historic Places listings in Le Sueur County, Minnesota"
476519,"X7q",326828136,326828338,"http://en.wikipedia.org/w/index.php?diff=326828338&oldid=326828136","regular",3,3,"2009-11-19T23:39:46Z","/* Feature vectors */",25050663,"Learning to rank"
476561,"Paul August",326931019,326931500,"http://en.wikipedia.org/w/index.php?diff=326931500&oldid=326931019","regular",3,3,"2009-11-20T14:32:31Z","[[Help:Reverting|Reverted]] edits by [[Special:Contributions/213.106.227.188|213.106.227.188]] ([[User talk:213.106.227.188|talk]]) to last version by HereToHelp",6220,"Circle"
476562,"75.19.125.223",326834845,326835238,"http://en.wikipedia.org/w/index.php?diff=326835238&oldid=326834845","vandalism",9,9,"2009-11-20T00:23:28Z","/* Music */",230547,"Case Western Reserve University"
476565,"Rich Farmbrough",295118694,326810725,"http://en.wikipedia.org/w/index.php?diff=326810725&oldid=295118694","regular",3,3,"2009-11-19T22:04:02Z","Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]]",108595,"Naturita, Colorado"
476566,"Sebras",314876681,326834494,"http://en.wikipedia.org/w/index.php?diff=326834494&oldid=314876681","regular",3,3,"2009-11-20T00:18:31Z","/* Operational history */ spelling retruned ==> returned typo correction [[Wikipedia:Typo Team]]",5297141,"Japanese destroyer Ariake"
476567,"Wagia",326786989,326787846,"http://en.wikipedia.org/w/index.php?diff=326787846&oldid=326786989","regular",3,3,"2009-11-19T19:57:54Z","[[Steve Jobs]] with a MacBook Air at the Keynote 2008 changed to [[Steve Jobs]] with a MacBook Air at the [[MacWorld keynote|Keynote]] 2008",15183570,"MacBook Air"
476568,"202.133.103.162",315743965,326854392,"http://en.wikipedia.org/w/index.php?diff=326854392&oldid=315743965","vandalism",11,21,"2009-11-20T02:28:41Z",,3257895,"Human rights in Kenya"
476569,"159.50.16.94",326929847,326930127,"http://en.wikipedia.org/w/index.php?diff=326930127&oldid=326929847","regular",3,3,"2009-11-20T14:22:01Z","/* Personal life */",5497819,"Danneel Harris"
476570,"Sfba",323599023,326909408,"http://en.wikipedia.org/w/index.php?diff=326909408&oldid=323599023","regular",3,3,"2009-11-20T11:06:14Z","remove dead wikilink",536717,"Information Technology Association of America"
476612,"Attilios",326915105,326916009,"http://en.wikipedia.org/w/index.php?diff=326916009&oldid=326915105","regular",3,3,"2009-11-20T12:09:46Z","Quick-adding category [[:Category:Deaths from influenza|Deaths from influenza]] (using [[WP:HOTCAT|HotCat]])",25075953,"Augustin de Beaulieu"
476614,"Zhonghuo",325783275,326818543,"http://en.wikipedia.org/w/index.php?diff=326818543&oldid=325783275","regular",3,3,"2009-11-19T22:44:59Z",,3001081,"List of countries by exports"
476615,"Paste",326791719,326791789,"http://en.wikipedia.org/w/index.php?diff=326791789&oldid=326791719","regular",3,3,"2009-11-19T20:19:21Z","Quick-adding category [[:Category:Uromastyx|Uromastyx]] (using [[WP:HOTCAT|HotCat]])",25136684,"Uromastyx leptieni"
476616,"83.79.83.165",326778543,326783408,"http://en.wikipedia.org/w/index.php?diff=326783408&oldid=326778543","regular",3,3,"2009-11-19T19:33:13Z","/* Carbon dioxide emissions per capita */",1758281,"List of countries by carbon dioxide emissions per capita"
476617,"81.15.172.66",326737631,326738075,"http://en.wikipedia.org/w/index.php?diff=326738075&oldid=326737631","vandalism",19,21,"2009-11-19T14:49:11Z","/* False eruption */",1587621,"Mount Edgecumbe (Alaska)"
476618,"98.243.141.177",326800513,326800946,"http://en.wikipedia.org/w/index.php?diff=326800946&oldid=326800513","vandalism",9,9,"2009-11-19T21:09:50Z","/* Family and early life */",80789,"Francis Marion"
476619,"ShelfSkewed",322532872,326784474,"http://en.wikipedia.org/w/index.php?diff=326784474&oldid=322532872","regular",3,3,"2009-11-19T19:38:57Z","Disambiguate [[around the world]] to [[circumnavigation]]",13828980,"Pedro Cubero"
476620,"Viennese Waltz",326900587,326900630,"http://en.wikipedia.org/w/index.php?diff=326900630&oldid=326900587","regular",3,3,"2009-11-20T09:39:30Z","/* Track listing */",2872342,"Blood (This Mortal Coil album)"
476661,"92.9.169.174",326820365,326822204,"http://en.wikipedia.org/w/index.php?diff=326822204&oldid=326820365","regular",7,9,"2009-11-19T23:04:31Z","/* Other Characters */",21456464,"Jimmy Two-Shoes"
476662,"75.100.159.170",276797276,326882587,"http://en.wikipedia.org/w/index.php?diff=326882587&oldid=276797276","vandalism",20,21,"2009-11-20T06:09:02Z","/* See also */",513778,"Onalaska"
476663,"Atollardo",326515904,326829710,"http://en.wikipedia.org/w/index.php?diff=326829710&oldid=326515904","regular",3,3,"2009-11-19T23:47:52Z","/* Airlines and Destinations */",248285,"Frankfurt Airport"
476664,"Softjuice",326819751,326824770,"http://en.wikipedia.org/w/index.php?diff=326824770&oldid=326819751","regular",3,3,"2009-11-19T23:19:52Z",,25116692,"Digital Media City Landmark Building"
476665,"Moxy",326849125,326849755,"http://en.wikipedia.org/w/index.php?diff=326849755&oldid=326849125","regular",3,3,"2009-11-20T01:56:17Z","/* Classification */ copy edit",1543485,"Paleo-Indians"
476667,"137.22.112.196",326871292,326871828,"http://en.wikipedia.org/w/index.php?diff=326871828&oldid=326871292","regular",3,3,"2009-11-20T04:30:53Z","/* Aztec Omens for the Conquest */",5865939,"Spanish conquest of the Aztec Empire"
476668,"Llawrybetws",326744698,326745121,"http://en.wikipedia.org/w/index.php?diff=326745121&oldid=326744698","regular",3,3,"2009-11-19T15:39:41Z","/* Family */",4426214,"Katheryn of Berain"
476670,"Rich Farmbrough",326707373,326901336,"http://en.wikipedia.org/w/index.php?diff=326901336&oldid=326707373","regular",3,3,"2009-11-20T09:46:36Z","GF using [[Project:AutoWikiBrowser|AWB]]",13912014,"Christianity in Malta"
476691,"Lapsed Pacifist",325170254,326815738,"http://en.wikipedia.org/w/index.php?diff=326815738&oldid=325170254","regular",3,3,"2009-11-19T22:30:37Z","/* Criticism */",3866679,"Israeli checkpoint"
476692,"Soleswaran",326798261,326801756,"http://en.wikipedia.org/w/index.php?diff=326801756&oldid=326798261","regular",12,21,"2009-11-19T21:14:30Z",,9305384,"Kalanithi Maran"
476694,"Carexpertandy",326815608,326815825,"http://en.wikipedia.org/w/index.php?diff=326815825&oldid=326815608","regular",7,9,"2009-11-19T22:30:59Z",,234370,"Harrison Township, Hamilton County, Ohio"
476695,"74.83.126.88",326819706,326819930,"http://en.wikipedia.org/w/index.php?diff=326819930&oldid=326819706","regular",3,3,"2009-11-19T22:51:46Z","/* R */",6018139,"List of Medal of Honor recipients for the Indian Wars"
476696,"24.255.31.246",323436204,326799777,"http://en.wikipedia.org/w/index.php?diff=326799777&oldid=323436204","regular",3,3,"2009-11-19T21:02:53Z","/* Personal */",362121,"Tobi Vail"
476697,"98.227.93.183",326789265,326789365,"http://en.wikipedia.org/w/index.php?diff=326789365&oldid=326789265","regular",15,21,"2009-11-19T20:06:33Z","/* Biography */",24943800,"Shabtai Kalmanovich"
476698,"Paul Barlow",326770367,326786776,"http://en.wikipedia.org/w/index.php?diff=326786776&oldid=326770367","regular",3,3,"2009-11-19T19:51:25Z","[[WP:UNDO|Undid]] revision 326770367 by [[Special:Contributions/78.143.215.113|78.143.215.113]] ([[User talk:78.143.215.113|talk]]) misuse of weasel word.",1661334,"Homo rhodesiensis"
476699,"Neddyseagoon",326924009,326925520,"http://en.wikipedia.org/w/index.php?diff=326925520&oldid=326924009","regular",3,3,"2009-11-20T13:44:18Z",,25144263,"Compignano"
476741,"24.226.41.82",326859926,326860599,"http://en.wikipedia.org/w/index.php?diff=326860599&oldid=326859926","regular",3,3,"2009-11-20T03:11:15Z","/* Geography */",490056,"Petawawa"
