editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,class,comment_len,Anonymous,vulgar_word_ratio,character_distribution,longest_Word,bad_words
22540,329601047,1.1528,0.1525,0.2857,0.1572,0.1865,68.126.185.10,329651443,12,0,24,1,0,Infinity,15,0
5373,327306895,1.1211,0.0363,0.0748,0.079,0.0857,83.167.100.36,327314140,27,0,14,1,0,0.013611541,75,0
41088,328044701,1.1441,0.029,0.0885,0.0861,0.0942,VinnieRattolle,328046435,39,0,14,0,0,Infinity,24,0
29359,327326576,1.1399,0.0204,0.0327,0.0743,0.0803,Ecjmartin,327326854,80,0,12,0,0,Infinity,39,0
25806,320399915,1.1413,0.0338,0.0558,0.0633,0.0676,Carlson288,328672961,19,0,0,0,0.2,Infinity,25,0
31646,327375929,1.1283,0.0278,0.0724,0.0805,0.0875,Sbrouse,327376047,11,0,18,0,0,0.025743334,69,0
29523,327109746,1.071,0.0029,0.091,0.047,0.0493,TKKIAEU,328382461,0,0,88,0,0,0,0,0
1645,304655653,1.1315,0.0204,0.0361,0.0634,0.0677,Parhamr,328750920,567,0,19,0,0.028735632,Infinity,87,0
31305,327303282,1.0731,0.045,0.0845,0.0712,0.0766,ERBSDBSD,327303476,28,0,0,0,0,Infinity,22,0
11355,323141271,1.129,0.0497,0.0926,0.0937,0.1033,Mika1h,329952700,60,0,51,0,0,0,0,0
35832,318154532,1.1361,0.0302,0.0452,0.0808,0.0878,Cjrother,326849091,12,0,21,0,0.022222222,Infinity,18,0
34570,327309251,1.1134,0.0261,0.0352,0.064,0.0684,190.161.222.2,327309689,938,0,20,1,0,Infinity,19,0
41332,329125058,1.122,0.0281,0.0501,0.0965,0.1067,86.154.37.188,329881840,35,0,0,1,0,0.12752494,17,0
18940,312854509,1.1098,0.066,0.1119,0.0961,0.1063,DShamen,328212579,3,0,0,0,0,0.06757704,17,0
42006,329319712,1.1298,0.0223,0.0424,0.0917,0.1009,Donmike10,329532152,6,0,0,0,0,Infinity,22,0
26061,327868825,1.0763,0.0493,0.0896,0.0575,0.061,Shlomke,327869191,8,0,160,0,0,0,0,0
13091,327461231,1.1422,0.0606,0.1086,0.0741,0.08,Harkey Lodger,327461749,46,0,99,1,0,Infinity,14,0
23820,328228425,1.0764,0.0076,0.0384,0.0734,0.0793,Mokoniki,328233758,93,0,131,0,0,0.008705531,19,0
32305,329031968,1.0776,0.0655,0.1219,0.0757,0.0819,86.8.223.85,329073539,2,0,0,1,0,0.256952,140,0
1770,328063890,1.1343,0.1654,0.2641,0.1826,0.2234,Conscious,328075314,6,0,31,0,0,0.11841509,27,0
4357,326543092,1.0946,0.0621,0.0996,0.0898,0.0986,Fireaxe888,326931271,1,0,14,0,0,9.60E-05,20,0
38656,329592734,1.1274,0.0345,0.0614,0.0719,0.0775,168.156.91.120,329592927,18,0,32,1,0.013157895,0.001010066,10,0
32366,327876747,1.1319,0.037,0.068,0.041,0.0428,216.114.101.149,327877898,47,0,26,1,0,8.47E-04,12,0
14138,329158742,1.1477,0.03,0.0441,0.0617,0.0657,24.144.40.243,329160226,30,1,20,1,0.029411765,Infinity,18,0
33724,327203626,1.1211,0.0219,0.058,0.0472,0.0496,GotHang,327534015,0,0,92,0,0,0,0,0
35303,328801060,1.1485,0.0294,0.0591,0.0536,0.0566,EraNavigator,328801940,8,0,0,0,0,0.019505939,38,0
6922,325831961,1.1439,0.0335,0.0597,0.0761,0.0824,Tassedethe,326921111,27,0,169,0,0,0.053225454,31,0
24807,327250342,1.135,0.0257,0.0592,0.0579,0.0614,Hunter Kahn,327250821,52,0,19,1,0,Infinity,16,0
37192,327078094,1.1269,0.0307,0.0843,0.0754,0.0815,Y2kcrazyjoker4,329035728,0,0,30,0,0,0,0,0
14036,321398746,1.1414,0.0159,0.0326,0.0563,0.0597,Trekphiler,327782959,65,0,13,0,0,0.1717623,16,0
538,329269151,1.127,0.0243,0.0713,0.0631,0.0673,XLinkBot,329271306,69,0,175,0,0,0,0,0
17168,325005427,1.1117,0.0308,0.0741,0.0762,0.0824,Marek69,329777760,0,0,124,0,0.029850746,Infinity,16,0
25278,327483787,1.1237,0.0316,0.0497,0.0937,0.1033,Ric.santosh,327485128,0,0,0,1,0,0,0,0
28225,317997780,1.1105,0.1441,0.1826,0.0825,0.0898,Rich Farmbrough,329537179,0,0,74,1,0,0,9,0
26299,278324667,1.1238,0.0347,0.068,0.1008,0.1119,Rich Farmbrough,328826768,11,0,55,1,0,0.001198539,93,0
20922,323736843,1.1539,0.039,0.0585,0.0594,0.063,Jpb1301,329781612,362,0,16,0,0.25,1.0093265,9,0
6137,328818686,1.1112,0.0775,0.1396,0.0924,0.1018,81.111.113.137,329048671,37,0,18,1,0,Infinity,15,0
31806,328843206,1.0394,0.0554,0.1011,0.0661,0.0707,Headbomb,328843554,59,0,17,0,0.009345794,Infinity,20,0
32675,328358469,1.106,0.0367,0.0753,0.0438,0.0458,DanDud88,328358966,18,0,14,0,0.037037037,Infinity,14,0
7440,327735841,1.0648,0.0233,0.0497,0.0426,0.0445,169.204.238.158,327736446,3,1,30,1,0,0.2347454,29,0
31943,329794839,1.1029,0.0204,0.0476,0.059,0.0627,MattHucke,329795333,2,0,76,0,0,Infinity,13,0
25003,326500718,1.0945,0.0341,0.0695,0.061,0.065,Axl kg,327908479,16,0,0,1,0,Infinity,15,0
9103,329667315,1.1212,0.0486,0.1241,0.1054,0.1178,85.89.8.107,329667405,1,0,21,1,0,0.16831337,103,0
10713,326582066,1.0353,0.0156,0.0505,0.0871,0.0954,71.245.240.254,327144963,54,0,31,1,0,Infinity,8,0
33767,327568507,1.1254,0.0189,0.053,0.0644,0.0688,Immblueversion,327568784,4,0,10,0,0.008752735,3.62E-05,22,0
42195,317585399,1.1254,0.0369,0.0961,0.1107,0.1244,80.44.206.92,327948232,4,0,15,1,0,Infinity,6,0
19534,327398328,1.1293,0.0421,0.0712,0.0604,0.0642,Aymatth2,327407710,453,0,7,0,0,2.1350164,7,0
23870,329020040,1.1154,0.0129,0.0524,0.0963,0.1065,94.197.83.193,329020303,10,0,12,1,0,0.36945447,12,0
32092,319728443,1.1251,0.0565,0.102,0.0705,0.0759,Rich Farmbrough,328521632,7,0,74,1,0,0.16224177,12,0
9336,328315173,1.1173,0.0692,0.096,0.101,0.112,99.255.28.48,328315690,6,0,0,1,0,Infinity,31,0
34629,326959530,1.1579,0.008,0.0566,0.0525,0.0554,115.147.97.215,327035121,82,0,27,1,0,Infinity,13,0
19109,328484155,1.0937,0.0418,0.082,0.0698,0.075,206.162.152.66,328830639,2,1,13,1,0,0,0,0
21275,327527932,1.1255,0.0671,0.1189,0.1037,0.1157,Fetchcomms,327527970,8,0,115,0,0,0.1728878,17,0
29434,328652381,1.1342,0.0681,0.1643,0.1619,0.1931,350z33,328652936,34,0,0,0,0,Infinity,10,0
24297,327900318,1.1466,0.0243,0.0505,0.0616,0.0656,ChristalPalace,327900604,83,0,18,0,0,0.027720084,12,0
43474,327727760,1.0709,0.0455,0.1105,0.11,0.1236,99.152.247.156,328137956,23,1,0,1,0.015873016,2.72E-04,123,0
14539,328739396,1.0793,0.0673,0.1404,0.0537,0.0568,Jim Simmons,329058278,0,0,70,1,0,0,0,0
15102,327927708,1.1263,0.0264,0.0676,0.0655,0.07,Misconceptions2,327927770,94,0,19,0,0,0.5746717,13,0
45785,317808428,1.1215,0.0274,0.0869,0.1372,0.159,M-le-mot-dit,326977832,12,0,169,1,0,Infinity,14,0
15318,309699298,1.1448,0.0212,0.0457,0.094,0.1038,86.106.95.168,327510915,14,0,38,1,0,0.002804756,14,0
1917,329211494,1.1242,0.0446,0.1018,0.1233,0.1406,77.99.179.121,329212060,33,0,35,1,0,Infinity,33,0
26344,319691176,1.0535,0.0191,0.0981,0.1399,0.1627,Rjwilmsi,329283758,1,0,113,0,0,3.01E-05,10,0
26830,328384582,1.1087,0.1129,0.1458,0.1038,0.1157,94.168.45.183,329891828,0,0,23,1,0,Infinity,29,0
4187,328664615,1.1288,0.0566,0.0908,0.1173,0.1328,98.209.141.182,328664717,0,0,11,1,0,0,0,0
20218,308289107,1.1228,0.0679,0.1463,0.1051,0.1174,Tabletop,328767824,1,0,25,0,0,0.001289426,11,0
36622,327539703,1.1132,0.0302,0.0448,0.0866,0.0947,Wikiuser100,327540905,20,0,44,0,0,Infinity,16,0
45509,328512438,1.1298,0.0352,0.0851,0.1127,0.1269,Huaiwei,330102687,1,0,46,0,0,0.090147585,8,0
33795,327279698,1.1548,0.0387,0.129,0.1029,0.1138,PamD,327281118,0,0,13,0,0,0,0,0
36503,329973909,1.0447,0.0189,0.0447,0.0564,0.0598,Joe Kress,329980759,1,0,20,1,0.008547009,6.07E-04,22,0
41783,329027349,1.1533,0.0281,0.0828,0.0935,0.1031,124.104.65.51,329163805,60,0,22,1,0.014285714,0.040919535,14,0.014285714
16375,327307690,1.0573,0.0135,0.0291,0.0545,0.0576,208.104.25.68,327373985,198,1,50,1,0,2.1688657,8,0
39906,321924233,1.139,0.086,0.1468,0.103,0.1149,Tabletop,326863269,1,0,24,0,0,4.44E-06,19,0
35008,328553589,1.0963,0.0356,0.0696,0.072,0.0776,202.40.139.165,328553666,36,0,131,1,0,0.2691808,19,0
4258,329098094,1.1063,0.0519,0.0878,0.0508,0.0536,159.115.112.250,329099475,9,1,20,1,0.5,Infinity,4,0
41377,327305264,1.1149,0.0132,0.0345,0.0634,0.0677,91.109.34.25,327534317,214,0,70,1,0.015625,Infinity,113,0
30794,328676149,1.1421,0.0876,0.1677,0.1897,0.2341,69.172.71.164,328689228,45,0,0,1,0.012820513,Infinity,17,0
25314,326629364,1.1355,0.0383,0.1303,0.1551,0.1836,65.50.0.4,327618247,1,0,17,1,0,Infinity,10,0
33575,323470809,1.08,0.0187,0.0591,0.061,0.065,87.115.183.156,326936872,2,0,0,1,0,0.1645322,12,0
15104,328587070,1.0687,0.0249,0.0452,0.0534,0.0564,190.213.80.208,328596364,141,1,0,1,0.023809524,Infinity,59,0
25791,327229195,1.1368,0.0259,0.0511,0.0632,0.0674,Martarius,327359669,0,0,28,0,0,0.23370776,12,0
45848,326789834,1.1375,0.0301,0.0744,0.0933,0.1028,Joseph Spadaro,327730669,28,0,27,1,0.033613445,0.001918085,18,0
31304,329885039,1.1304,0.0254,0.1237,0.2281,0.2952,118.100.61.78,329885099,0,0,16,1,0,0,0,0
27659,327015685,1.1442,0.0222,0.0263,0.1016,0.113,64.229.171.162,327244732,0,0,0,1,0,0,0,0
36507,324998913,1.1241,0.0352,0.0957,0.1535,0.1811,Rockgenre,327797817,0,0,0,0,0,0,0,0
34797,326842280,1.2022,0.0119,0.0357,0.1951,0.2388,Reywas92,328232195,0,0,10,0,0,0,0,0
42244,328259214,1.0951,0.013,0.0455,0.071,0.0765,206.195.19.49,328259405,1,0,31,1,0,2.24E-04,10,0
31653,324620722,1.0724,0.0666,0.0958,0.0592,0.0629,68.44.201.112,328137156,154,0,0,1,0.009389671,0.001821026,90,0
31952,328823304,1.0917,0.0517,0.1089,0.0881,0.0966,Favonian,328823727,0,0,123,0,0,0,0,0
9585,328099482,1.029,0.0132,0.051,0.1095,0.123,Darth Malleus,328099556,2,0,14,1,0,1.73E-04,45,0
41473,328596325,1.1408,0.031,0.0555,0.0749,0.0809,78.133.23.43,328778496,5,0,43,1,0,0.23736082,10,0
27424,329268313,1.0884,0.0578,0.1293,0.1049,0.1172,Daniel4400,329959237,19,0,0,0,0,Infinity,12,0
36061,325711509,1.1353,0.0238,0.0371,0.0817,0.089,Xavier-Lewis,328449814,13,0,15,1,0.020618557,5.70E-04,20,0
25122,328055491,1.0901,0.0618,0.0967,0.0896,0.0984,Johny89,328677562,0,0,0,0,0,0.002012206,14,0
16134,329527785,1.1131,0.0314,0.0915,0.098,0.1086,209.175.157.18,329527991,28,1,12,1,0.052631579,Infinity,12,0
40272,315887525,1.1274,0.0545,0.1213,0.0867,0.0948,Iqinn,326919531,0,0,34,0,0,0,0,0
39721,328247713,1.0918,0.037,0.0653,0.0832,0.0907,DASonnenfeld,328371723,2,0,29,0,0,Infinity,13,0
20948,327373846,1.1365,0.0484,0.1046,0.0764,0.0827,STA654,327380095,0,0,131,0,0,0,0,0
9550,327325723,1.0552,0.0489,0.0866,0.0913,0.1005,94.99.69.102,327325808,4,1,26,1,0.007936508,5.91E-05,40,0
22191,326801287,1.1298,0.0278,0.0448,0.0691,0.0742,128.157.160.13,328818372,0,0,21,1,0,0,13,0
29088,327607125,1.0887,0.0331,0.0536,0.0733,0.0791,Happyme22,327991481,208,0,68,0,0,Infinity,11,0
42233,328304298,1.0593,0.0203,0.0659,0.058,0.0616,Thatguyflint,328304331,96,0,115,0,0,0.77092385,14,0
1681,327800660,1.1093,0.0119,0.0434,0.0594,0.0631,UberMan5000,327802110,10,0,14,0,0,0.33395326,13,0
24335,275257695,1.1598,0.0035,0.008,0.0299,0.0308,Bob Burkhardt,328241733,2,0,76,1,0,Infinity,6,0
561,325541547,1.0951,0.0276,0.0688,0.0554,0.0587,218.37.33.230,328172699,267,0,0,1,0,Infinity,24,0
22653,328009567,1.123,0.0481,0.0826,0.0755,0.0816,AdeMiami,328009791,5,0,19,0,0,0,0,0
6457,327234000,1.1357,0.0652,0.104,0.0745,0.0805,Frank12,327364180,27,0,0,0,0,Infinity,10,0
23497,327692530,1.1281,0.0291,0.0613,0.0742,0.0801,72.95.140.7,327692934,0,0,17,1,0,0,15,0
34535,324445636,1.1132,0.0424,0.0877,0.0862,0.0942,121.117.214.184,327962958,2,0,20,1,0,0.12874605,8,0
11978,323185405,1.1381,0.0105,0.0284,0.0907,0.0996,Rich Farmbrough,329980483,0,0,81,1,0,0,27,0
24774,329518902,1.1889,0.0014,0.0879,0.0504,0.053,Jaknouse,329518999,2,0,24,0,0,Infinity,2,0
11688,328183893,1.039,0.0949,0.1202,0.0898,0.0987,Dan Dassow,328549912,104,0,110,1,0,Infinity,12,0
34317,328697377,1.0715,0.0309,0.0614,0.073,0.0787,82.208.200.85,328697912,69,0,14,1,0.003496503,0.08839564,84,0
14386,330101546,1.0424,0.009,0.0657,0.0417,0.0435,138.38.151.101,330101840,0,0,34,1,0,0.046749458,35,0
23478,327927623,1.1108,0.0493,0.1191,0.0809,0.088,MatthewVanitas,327937813,0,0,68,0,0,0,0,0
33104,328814808,1.1401,0.0926,0.1693,0.0978,0.1084,DavettaRoulet,328815280,194,0,0,0,0,0,0,0
29494,328669065,1.0499,0.0843,0.1351,0.0771,0.0835,92.41.100.248,329281141,0,0,23,1,0,0.01804304,29,0
7279,318627375,1.105,0.0294,0.0789,0.0656,0.0702,93.182.173.52,329109747,0,1,0,1,0,0,0,0
42672,323812146,1.0724,0.0296,0.0442,0.0836,0.0912,Sirmylesnagopaleentheda,327684103,3,0,20,0,0,0.1336678,15,0
15598,320168663,1.1087,0.0368,0.0674,0.0975,0.108,Paalappoo,327268670,34,0,103,0,0,0,0,0
22288,327874451,1.1216,0.0779,0.1555,0.1017,0.1132,Blackjays1,327891014,9,0,7,0,0.016806723,Infinity,88,0
19546,329168121,1.1369,0.0167,0.034,0.0875,0.0959,Aj robo,329168640,0,0,16,1,0,0,0,0
14916,326908231,1.1201,0.0474,0.0737,0.0519,0.0547,Cannaya,326908368,8,0,59,0,0,3.44E-04,58,0
37806,327470780,1.1177,0.0153,0.0371,0.0713,0.0767,DocWatson42,327471472,1,0,24,0,0,5.04E-04,12,0
32534,329973487,1.1029,0.0495,0.0844,0.0845,0.0923,128.239.170.181,329974083,119,0,23,1,0,0,0,0
33773,328863832,1.0436,0.0463,0.0896,0.0748,0.0809,Snowolf,329144655,0,0,142,0,0,0.1654708,79,0
12007,326711585,1.117,0.0315,0.0683,0.0611,0.065,216.232.47.103,327128723,0,0,76,1,0,0,0,0
10066,328731106,1.1351,0.0531,0.125,0.0856,0.0936,67.70.67.55,328731545,263,1,11,1,0,Infinity,54,0
6973,327084117,1.0626,0.0174,0.0479,0.067,0.0719,R1000R1000,327087088,25,0,16,0,0,0.28873056,32,0
12215,323328849,1.1167,0.0077,0.0317,0.0564,0.0598,Reige,327394145,8,0,20,0,0.007575758,0.002179095,44,0
23916,329045653,1.1444,0.0454,0.0922,0.0979,0.1085,89.100.212.22,329051705,333,0,19,1,0,0.8289044,94,0
11871,325866185,1.1154,0.0586,0.0788,0.0738,0.0797,205.201.218.239,328855578,407,0,60,1,0,0.033512075,14,0
8509,329923375,1.1345,0.0964,0.1541,0.0649,0.0694,65.60.142.227,329926763,0,0,10,1,0,0,4,0
2126,329524201,1.1205,0.0394,0.0854,0.0881,0.0966,76.226.56.237,329524336,1,0,11,1,0,0.00140724,12,0
45741,329060150,1.1006,0.0267,0.0602,0.0392,0.0407,85.222.86.35,329248105,12,0,0,1,0,5.93E-04,17,0
18475,329181084,1.1301,0.0517,0.0915,0.1478,0.1735,76.20.127.132,329181136,85,0,17,1,0,0,0,0
30108,326168576,1.1315,0.0256,0.0827,0.0403,0.042,84.143.109.33,327473243,0,0,0,1,0,0.027889347,19,0
38945,327249826,1.1128,0.0079,0.0203,0.0549,0.0581,94.54.60.8,327252558,43,0,10,1,0.006993007,0.001288714,15,0
27702,328324665,1.1393,0.0131,0.0363,0.0475,0.0499,Whishays,328324804,1,0,0,0,0,8.56E-04,35,0
27378,329064248,1.1295,0.0393,0.0601,0.0781,0.0847,98.237.240.26,329900069,177,0,29,1,0,0.008654648,72,0
30701,326976213,1.1442,0.0091,0.0208,0.0961,0.1063,Thejadefalcon,329148615,29,0,11,0,0,Infinity,22,0
19039,329889789,1.1303,0.0479,0.106,0.072,0.0775,Teleyonce,329890662,142,0,17,0,0,0.164921,92,0
22830,327172629,1.0993,0.0724,0.1036,0.0862,0.0943,Darius Dhlomo,327255149,89,0,0,1,0.1,Infinity,18,0
35292,328485082,1.1173,0.0472,0.0886,0.0917,0.1008,Kwamikagami,329637572,0,0,47,0,0.016129032,Infinity,67,0
25440,327201156,1.1377,0.0274,0.0406,0.0521,0.0549,Pointillist,327202029,6,0,196,0,0,0.100855775,7,0
18000,327189349,1.1201,0.0459,0.089,0.1006,0.1117,Ponyo,327296923,54,0,50,0,0.025,0.020054225,21,0
26455,326911220,1.1264,0.0315,0.062,0.0472,0.0495,Radiojon,327014618,45,0,64,0,0,0.050778314,18,0
14892,328604192,1.1385,0.0686,0.1087,0.0762,0.0825,Reedmalloy,328608551,294,0,16,0,0.00625,Infinity,20,0
36904,327645958,1.0643,0.0432,0.0903,0.0944,0.1043,Comayagua99,328322056,2,0,27,0,0,4.11E-04,66,0
32616,327401295,1.153,0.0714,0.0944,0.1159,0.1311,DisneyRah,327401390,278,0,14,0,0,0.005230258,161,0
28410,326060489,1.08,0.0084,0.0221,0.0497,0.0522,76.217.35.62,326850535,0,0,14,1,0.034482759,1.16E-04,16,0
16363,328877549,1.1479,0.0726,0.1215,0.071,0.0764,Trainkid16,329096622,5,0,15,0,0,Infinity,15,0
45532,329958906,1.0954,0.04,0.0778,0.0797,0.0866,SentientWAFFLE,329971623,2,0,131,0,0.057034221,0.05644631,18,0
30400,325198793,1.1213,0.0606,0.085,0.1043,0.1164,Rich Farmbrough,326794759,8,0,74,1,0,0.001379903,100,0
10623,328922176,1.09,0.0372,0.0705,0.0544,0.0575,147.89.224.69,329051616,0,1,24,1,0,0,0,0
10173,328313896,1.1261,0.0835,0.1366,0.0874,0.0958,Wrestlinglover,328349898,3,0,40,0,0,0.011135805,75,0
11304,324491603,1.1357,0.0295,0.0683,0.0607,0.0647,12.96.139.209,326820239,9,0,0,1,0,0.2514324,8,0
24264,329299101,1.1399,0.0317,0.0779,0.0762,0.0824,Jeangabin,329299857,32,0,20,0,0,Infinity,17,0
25386,327185418,1.0982,0.095,0.1604,0.0675,0.0724,24.192.251.90,327185531,1,0,10,1,0,0.011573001,11,0
37051,328452845,1.0818,0.0576,0.113,0.0956,0.1057,Prosperosity,328743763,28,0,0,0,0,0,0,0
8685,328485395,1.1264,0.0284,0.0766,0.0702,0.0755,Absalom89,328485518,1,0,29,0,0,1.16E-05,54,0
20477,328488200,1.1315,0.0641,0.1283,0.0855,0.0934,71.194.136.29,328686060,14,1,16,1,0,Infinity,6,0
36093,329796152,1.1231,0.0025,0.0206,0.1561,0.1849,216.8.135.141,329796199,17,0,21,1,0,0.4193945,14,0
650,329262593,1.0862,0.0265,0.0689,0.1087,0.1218,173.50.233.227,329262694,42,0,19,1,0,Infinity,25,0
5135,325998417,1.131,0.0208,0.0448,0.0715,0.077,BulsaraAndDeacon,326850519,29,0,0,0,0,0.23153439,16,0
29818,306296518,1.1248,0.0763,0.1084,0.0916,0.1007,Keith D,328684211,15,0,33,1,0,Infinity,34,0
5506,325729895,1.1447,0.0345,0.0859,0.0736,0.0793,Bkissin,328492146,26,0,0,0,0,Infinity,26,0
42903,329006706,1.1079,0.0574,0.0877,0.08,0.0868,Darwinek,329055767,0,0,39,0,0,0,0,0
3378,289314954,1.1348,0.0607,0.0834,0.0697,0.0748,Steamybrian2,327176378,4,0,0,0,0,Infinity,8,0
34083,328379566,1.1025,0.1273,0.1844,0.0871,0.0951,Mandarax,329215871,27,0,37,0,0,Infinity,27,0
26739,328674220,1.1588,0.0166,0.0474,0.0248,0.0254,Patchallel,328674402,1,0,0,0,0.064516129,0.002769562,93,0
42911,326787677,1.1532,0.0757,0.1887,0.0723,0.078,BlueJaysFan32,326825970,22,0,29,0,0,Infinity,15,0
37194,328218448,1.1698,0.1319,0.1548,0.0947,0.1046,Jeff79,328218543,27,0,0,0,0,Infinity,43,0
16111,328002400,1.0427,0.0453,0.0844,0.0855,0.0934,Snoozlepet,328002438,4,0,20,0,0,0.21487758,12,0
42601,326565856,1.0799,0.0332,0.07,0.0806,0.0876,Wildhartlivie,326908628,348,0,7,0,0.017094017,0.014150088,127,0
34971,327926331,1.1566,0.0158,0.0235,0.0542,0.0572,24.57.113.200,327927750,41,0,33,1,0.019386107,5.80E-05,28,0
24323,327382431,1.0708,0.0593,0.1196,0.0641,0.0685,Kablammo,327382550,180,0,22,0,0,Infinity,31,0
7084,327073673,1.1049,0.0114,0.0389,0.0353,0.0365,Gobonobo,327076437,510,0,11,0,0,Infinity,81,0
27301,328607408,1.1341,0.0558,0.1207,0.1129,0.1273,68.55.4.71,328720406,1,0,25,1,0,1.93E-04,20,0
17311,329211651,1.1368,0.0389,0.1744,0.2175,0.2778,Shortride,329211782,36,0,11,0,0,Infinity,15,0
2025,329608911,1.1126,0.0309,0.0756,0.0727,0.0784,72.55.10.2,329695439,2,0,15,1,0,9.80E-04,11,0
18312,326311567,1.0807,0.0584,0.1147,0.0401,0.0417,94.171.9.21,326966246,10,1,14,1,0,Infinity,10,0
32062,326589987,1.1334,0.0382,0.0588,0.0827,0.0902,Knutls,326892687,0,0,0,0,0,3.35E-04,58,0
23823,327910334,1.1069,0.0978,0.1666,0.124,0.1415,Stybn,327910661,59,0,45,0,0,Infinity,33,0
25408,328561704,1.0709,0.0647,0.1157,0.0831,0.0906,All Hallows Wraith,328561744,0,0,50,1,0.007874016,0.046819188,100,0
3380,326784366,1.1444,0.0138,0.0267,0.0563,0.0597,78.152.217.129,326784754,1,0,0,1,0.0125,0.13077806,19,0
45919,326806630,1.0513,0.0682,0.1302,0.0814,0.0886,Geometry guy,326809791,12,0,125,1,0.007246377,0.6046975,173,0
1474,326705427,1.1142,0.0198,0.0391,0.028,0.0288,Golfballselector99,327187598,73,0,132,0,0,Infinity,55,0
26138,326923467,1.1425,0.0289,0.0483,0.0611,0.0651,221.126.109.201,328520952,15,0,0,1,0,0.032486264,19,0
23625,328876756,1.1443,0.0288,0.1378,0.0967,0.1071,Chaldostunna19,328876997,3,0,16,0,0,0.3533027,13,0
27520,328219118,1.1463,0.0239,0.044,0.0663,0.071,Lost on belmont,328391709,8,0,37,1,0,0.001056624,15,0
23947,328028191,1.1315,0.0345,0.0669,0.0764,0.0827,68.8.121.221,328028613,18,0,27,1,0,Infinity,7,0
2047,320122981,1.1262,0.1073,0.1705,0.1045,0.1167,79.54.165.96,327023963,4,0,0,1,0.111111111,0.005394721,13,0
31754,327701732,1.1296,0.0519,0.0927,0.0841,0.0918,Gidonb,327723536,0,0,4,0,0,0.33553421,61,0
22024,328808814,1.1199,0.1928,0.2464,0.1143,0.129,Jzana,328809911,0,0,14,0,0,0,0,0
22355,322197534,1.1216,0.0261,0.0603,0.0586,0.0623,Jonyungk,327768750,21,0,49,0,0.012195122,0.002280891,20,0
2835,326513597,1.1461,0.0423,0.0606,0.074,0.0799,195.27.15.83,326928786,1035,0,139,1,0.004201681,Infinity,21,0
17807,329778650,1.13,0.1112,0.1939,0.0947,0.1045,Useight,329778718,9,0,44,0,0,0.27256718,13,0
27681,328327650,1.1284,0.0371,0.0654,0.0988,0.1095,Bvs1925,328327839,57,0,20,0,0,Infinity,41,0
28515,323846150,1.1243,0.0425,0.0865,0.0818,0.089,119.245.200.39,328132581,1,0,0,1,0,5.21E-04,8,0
3915,312384027,1.125,0.0162,0.0669,0.0855,0.0933,Chris G,327779498,0,0,36,1,0,0.3682725,84,0
43199,328668937,1.0765,0.0309,0.0594,0.0675,0.0724,131.122.47.158,329196249,286,0,15,1,0,Infinity,21,0
16039,327979357,1.0512,0.0496,0.0819,0.0516,0.0544,58.62.185.62,327988004,31,1,37,1,0,Infinity,26,0
23609,329729172,1.1009,0.1366,0.3047,0.1429,0.1667,165.123.104.177,329745769,6,0,49,1,0,0.13888909,15,0
5375,327813742,1.0621,0.0544,0.1118,0.0852,0.0932,24.84.218.226,327825175,0,0,25,1,0.022222222,4.34E-05,110,0
29857,326951407,1.0895,0.0453,0.0831,0.0427,0.0446,92.39.204.109,326999084,2,0,7,1,0.048192771,0.001199758,16,0
35059,326988849,1.1395,0.0494,0.0785,0.0735,0.0793,63.85.149.251,327522205,12,0,17,1,0,0.7002938,14,0
31357,329215841,1.1395,0.109,0.1547,0.1048,0.1171,Arteyu,329216060,0,0,30,0,0,0.07296286,10,0
22525,328132236,1.1255,0.0455,0.0934,0.0596,0.0634,Dc76,328139376,1138,0,77,0,0,0.08694977,15,0
24034,327011925,1.1409,0.0431,0.0688,0.0733,0.0791,Kubigula,327040499,364,0,145,0,0,Infinity,20,0
5229,329693144,1.077,0.023,0.0656,0.0947,0.1046,67.87.154.85,329729175,10,0,10,1,0.020979021,0.07735236,17,0
39582,323469058,1.0967,0.0027,0.0097,0.0711,0.0766,Angusmclellan,328883631,27,0,112,0,0,Infinity,19,0
20522,326513994,1.0643,0.0179,0.0357,0.0693,0.0744,66.142.231.141,327559270,20,0,12,1,0.02739726,Infinity,14,0
22183,326615894,1.1359,0.0605,0.1077,0.053,0.0559,TPIRFanSteve,328342595,0,0,13,0,0,0.00730764,26,0
2004,327706640,1.0759,0.0342,0.0765,0.0557,0.059,Nozzah,327706975,1,0,20,0,0,Infinity,12,0
17444,328228454,1.13,0.0206,0.0549,0.0954,0.1055,79.67.211.250,328228687,0,0,0,1,0,0,0,0
15701,327801325,1.1335,0.0365,0.0473,0.0512,0.0539,99.228.198.182,327934874,80,1,23,1,0,Infinity,12,0
41205,312080816,1.1114,0.0739,0.1373,0.0548,0.0579,Rjwilmsi,328296851,5,0,63,0,0,Infinity,30,0
1410,326867073,1.1332,0.0199,0.0408,0.0502,0.0528,Genochs,326868297,0,0,0,0,0,0,0,0
24479,326646594,1.102,0.0377,0.0927,0.1309,0.1504,Stormedelf,329211341,47,0,0,0,0.111111111,Infinity,94,0
41491,321375469,1.1352,0.0083,0.0288,0.0894,0.0981,Darius Dhlomo,330038568,47,0,0,1,0,Infinity,10,0
